condition,seed,score,lines,pieces,truncated
horizontal_hole_edge_distance_row_19,45,1440.0,9,59,False
horizontal_hole_edge_distance_row_19,46,720.0,16,79,False
horizontal_hole_edge_distance_row_19,47,160.0,4,47,False
horizontal_hole_edge_distance_row_19,48,260.0,6,54,False
horizontal_hole_edge_distance_row_19,49,180.0,4,46,False
horizontal_hole_edge_distance_row_19,50,720.0,13,71,False
horizontal_hole_edge_distance_row_19,51,1520.0,35,128,False
horizontal_hole_edge_distance_row_19,52,480.0,11,67,False
horizontal_hole_edge_distance_row_19,53,2000.0,23,95,False
horizontal_hole_edge_distance_row_19,54,1300.0,27,107,False
horizontal_hole_edge_distance_row_19,55,860.0,20,89,False
horizontal_hole_edge_distance_row_19,56,340.0,8,58,False
horizontal_hole_edge_distance_row_19,57,260.0,6,55,False
horizontal_hole_edge_distance_row_19,58,220.0,5,52,False
horizontal_hole_edge_distance_row_19,59,300.0,7,57,False
horizontal_hole_edge_distance_row_19,60,380.0,9,63,False
horizontal_hole_edge_distance_row_19,61,260.0,6,55,False
horizontal_hole_edge_distance_row_19,62,120.0,3,45,False
horizontal_hole_edge_distance_row_19,63,1320.0,27,105,False
horizontal_hole_edge_distance_row_19,64,180.0,4,47,False
horizontal_hole_edge_distance_row_19,65,320.0,8,59,False
horizontal_hole_edge_distance_row_19,66,320.0,7,56,False
horizontal_hole_edge_distance_row_19,67,2200.0,27,106,False
horizontal_hole_edge_distance_row_19,68,280.0,7,57,False
horizontal_hole_edge_distance_row_19,69,40.0,1,33,False
horizontal_hole_edge_distance_row_19,70,2060.0,24,99,False
horizontal_hole_edge_distance_row_19,71,80.0,2,41,False
horizontal_hole_edge_distance_row_19,72,760.0,18,85,False
horizontal_hole_edge_distance_row_19,73,360.0,9,65,False
horizontal_hole_edge_distance_row_19,74,80.0,2,43,False
horizontal_hole_edge_distance_row_19,75,3120.0,40,141,False
horizontal_hole_edge_distance_row_19,76,680.0,16,80,False
horizontal_hole_edge_distance_row_19,77,40.0,1,34,False
horizontal_hole_edge_distance_row_19,78,1000.0,24,100,False
horizontal_hole_edge_distance_row_19,79,440.0,10,65,False
horizontal_hole_edge_distance_row_19,80,40.0,1,37,False
horizontal_hole_edge_distance_row_19,81,780.0,18,83,False
horizontal_hole_edge_distance_row_19,82,380.0,9,62,False
horizontal_hole_edge_distance_row_19,83,160.0,4,47,False
horizontal_hole_edge_distance_row_19,84,100.0,2,44,False
horizontal_hole_edge_distance_row_19,85,120.0,3,48,False
horizontal_hole_edge_distance_row_19,86,920.0,22,93,False
horizontal_hole_edge_distance_row_19,87,320.0,7,57,False
horizontal_hole_edge_distance_row_19,88,520.0,8,57,False
horizontal_hole_edge_distance_row_19,89,520.0,12,67,False
horizontal_hole_edge_distance_row_19,90,800.0,19,86,False
horizontal_hole_edge_distance_row_19,91,120.0,3,42,False
horizontal_hole_edge_distance_row_19,92,140.0,3,45,False
horizontal_hole_edge_distance_row_19,93,2200.0,52,169,False
horizontal_hole_edge_distance_row_19,94,1180.0,27,106,False
horizontal_hole_edge_distance_row_19,95,3720.0,52,170,False
horizontal_hole_edge_distance_row_19,96,220.0,5,50,False
horizontal_hole_edge_distance_row_19,97,40.0,1,40,False
horizontal_hole_edge_distance_row_19,98,200.0,5,53,False
horizontal_hole_edge_distance_row_19,99,120.0,3,44,False
horizontal_hole_clusteredness_row_0,0,480.0,11,68,False
horizontal_hole_clusteredness_row_0,1,420.0,9,62,False
horizontal_hole_clusteredness_row_0,2,300.0,7,54,False
horizontal_hole_clusteredness_row_0,3,140.0,3,41,False
horizontal_hole_clusteredness_row_0,4,500.0,12,69,False
horizontal_hole_clusteredness_row_0,5,360.0,9,62,False
horizontal_hole_clusteredness_row_0,6,1340.0,28,110,False
horizontal_hole_clusteredness_row_0,7,760.0,18,82,False
horizontal_hole_clusteredness_row_0,8,780.0,18,84,False
horizontal_hole_clusteredness_row_0,9,140.0,3,46,False
horizontal_hole_clusteredness_row_0,10,0.0,0,38,False
horizontal_hole_clusteredness_row_0,11,1940.0,22,96,False
horizontal_hole_clusteredness_row_0,12,720.0,17,82,False
horizontal_hole_clusteredness_row_0,13,400.0,10,61,False
horizontal_hole_clusteredness_row_0,14,960.0,19,85,False
horizontal_hole_clusteredness_row_0,15,80.0,2,46,False
horizontal_hole_clusteredness_row_0,16,2140.0,49,162,False
horizontal_hole_clusteredness_row_0,17,40.0,1,39,False
horizontal_hole_clusteredness_row_0,18,1980.0,18,86,False
horizontal_hole_clusteredness_row_0,19,840.0,19,85,False
horizontal_hole_clusteredness_row_0,20,80.0,2,43,False
horizontal_hole_clusteredness_row_0,21,580.0,14,74,False
horizontal_hole_clusteredness_row_0,22,580.0,10,63,False
horizontal_hole_clusteredness_row_0,23,2640.0,37,130,False
horizontal_hole_clusteredness_row_0,24,1100.0,22,95,False
horizontal_hole_clusteredness_row_0,25,480.0,12,70,False
horizontal_hole_clusteredness_row_0,26,400.0,9,63,False
horizontal_hole_clusteredness_row_0,27,1380.0,29,114,False
horizontal_hole_clusteredness_row_0,28,0.0,0,39,False
horizontal_hole_clusteredness_row_0,29,580.0,14,75,False
horizontal_hole_clusteredness_row_0,30,880.0,13,71,False
horizontal_hole_clusteredness_row_0,31,240.0,6,54,False
horizontal_hole_clusteredness_row_0,32,3460.0,49,163,False
horizontal_hole_clusteredness_row_0,33,640.0,16,77,False
horizontal_hole_clusteredness_row_0,34,340.0,8,60,False
horizontal_hole_clusteredness_row_0,35,1060.0,22,93,False
horizontal_hole_clusteredness_row_0,36,140.0,3,45,False
horizontal_hole_clusteredness_row_0,37,280.0,7,55,False
horizontal_hole_clusteredness_row_0,38,2640.0,35,128,False
horizontal_hole_clusteredness_row_0,39,1680.0,40,141,False
horizontal_hole_clusteredness_row_0,40,540.0,12,70,False
horizontal_hole_clusteredness_row_0,41,620.0,10,61,False
horizontal_hole_clusteredness_row_0,42,220.0,5,51,False
horizontal_hole_clusteredness_row_0,43,540.0,12,70,False
horizontal_hole_clusteredness_row_0,44,160.0,4,50,False
horizontal_hole_clusteredness_row_0,45,1020.0,20,89,False
horizontal_hole_clusteredness_row_0,46,720.0,16,79,False
horizontal_hole_clusteredness_row_0,47,400.0,9,62,False
horizontal_hole_clusteredness_row_0,48,660.0,16,80,False
horizontal_hole_clusteredness_row_0,49,240.0,6,54,False
horizontal_hole_clusteredness_row_0,50,720.0,13,71,False
horizontal_hole_clusteredness_row_0,51,1520.0,35,128,False
horizontal_hole_clusteredness_row_0,52,480.0,11,67,False
horizontal_hole_clusteredness_row_0,53,2880.0,37,130,False
horizontal_hole_clusteredness_row_0,54,320.0,7,59,False
horizontal_hole_clusteredness_row_0,55,860.0,20,89,False
horizontal_hole_clusteredness_row_0,56,340.0,8,58,False
horizontal_hole_clusteredness_row_0,57,240.0,6,46,False
horizontal_hole_clusteredness_row_0,58,780.0,14,74,False
horizontal_hole_clusteredness_row_0,59,300.0,7,57,False
horizontal_hole_clusteredness_row_0,60,380.0,9,63,False
horizontal_hole_clusteredness_row_0,61,420.0,10,64,False
horizontal_hole_clusteredness_row_0,62,120.0,3,45,False
horizontal_hole_clusteredness_row_0,63,40.0,1,39,False
horizontal_hole_clusteredness_row_0,64,360.0,8,60,False
horizontal_hole_clusteredness_row_0,65,80.0,2,44,False
horizontal_hole_clusteredness_row_0,66,840.0,20,88,False
horizontal_hole_clusteredness_row_0,67,120.0,3,45,False
horizontal_hole_clusteredness_row_0,68,920.0,21,91,False
horizontal_hole_clusteredness_row_0,69,120.0,3,44,False
horizontal_hole_clusteredness_row_0,70,2060.0,24,99,False
horizontal_hole_clusteredness_row_0,71,80.0,2,41,False
horizontal_hole_clusteredness_row_0,72,760.0,18,85,False
horizontal_hole_clusteredness_row_0,73,40.0,1,41,False
horizontal_hole_clusteredness_row_0,74,460.0,10,65,False
horizontal_hole_clusteredness_row_0,75,240.0,6,54,False
horizontal_hole_clusteredness_row_0,76,480.0,11,65,False
horizontal_hole_clusteredness_row_0,77,200.0,5,51,False
horizontal_hole_clusteredness_row_0,78,1000.0,24,100,False
horizontal_hole_clusteredness_row_0,79,220.0,5,52,False
horizontal_hole_clusteredness_row_0,80,760.0,14,76,False
horizontal_hole_clusteredness_row_0,81,340.0,7,54,False
horizontal_hole_clusteredness_row_0,82,240.0,6,54,False
horizontal_hole_clusteredness_row_0,83,780.0,14,71,False
horizontal_hole_clusteredness_row_0,84,100.0,2,44,False
horizontal_hole_clusteredness_row_0,85,120.0,3,48,False
horizontal_hole_clusteredness_row_0,86,1100.0,22,95,False
horizontal_hole_clusteredness_row_0,87,240.0,6,51,False
horizontal_hole_clusteredness_row_0,88,260.0,6,55,False
horizontal_hole_clusteredness_row_0,89,520.0,12,67,False
horizontal_hole_clusteredness_row_0,90,2260.0,25,102,False
horizontal_hole_clusteredness_row_0,91,660.0,15,79,False
horizontal_hole_clusteredness_row_0,92,380.0,5,48,False
horizontal_hole_clusteredness_row_0,93,2200.0,52,169,False
horizontal_hole_clusteredness_row_0,94,740.0,18,83,False
horizontal_hole_clusteredness_row_0,95,340.0,4,43,False
horizontal_hole_clusteredness_row_0,96,220.0,5,50,False
horizontal_hole_clusteredness_row_0,97,300.0,7,57,False
horizontal_hole_clusteredness_row_0,98,240.0,6,54,False
horizontal_hole_clusteredness_row_0,99,1440.0,30,115,False
horizontal_hole_clusteredness_row_1,0,480.0,11,68,False
horizontal_hole_clusteredness_row_1,1,420.0,9,62,False
horizontal_hole_clusteredness_row_1,2,300.0,7,54,False
horizontal_hole_clusteredness_row_1,3,140.0,3,40,False
horizontal_hole_clusteredness_row_1,4,460.0,11,68,False
horizontal_hole_clusteredness_row_1,5,360.0,9,62,False
horizontal_hole_clusteredness_row_1,6,1340.0,28,110,False
horizontal_hole_clusteredness_row_1,7,760.0,18,82,False
horizontal_hole_clusteredness_row_1,8,780.0,18,84,False
horizontal_hole_clusteredness_row_1,9,140.0,3,46,False
horizontal_hole_clusteredness_row_1,10,0.0,0,38,False
horizontal_hole_clusteredness_row_1,11,1940.0,22,95,False
horizontal_hole_clusteredness_row_1,12,380.0,9,59,False
horizontal_hole_clusteredness_row_1,13,400.0,10,61,False
horizontal_hole_clusteredness_row_1,14,960.0,19,85,False
horizontal_hole_clusteredness_row_1,15,80.0,2,46,False
horizontal_hole_clusteredness_row_1,16,2140.0,49,162,False
horizontal_hole_clusteredness_row_1,17,40.0,1,39,False
horizontal_hole_clusteredness_row_1,18,2120.0,21,94,False
horizontal_hole_clusteredness_row_1,19,840.0,19,86,False
horizontal_hole_clusteredness_row_1,20,80.0,2,42,False
horizontal_hole_clusteredness_row_1,21,580.0,14,74,False
horizontal_hole_clusteredness_row_1,22,580.0,10,63,False
horizontal_hole_clusteredness_row_1,23,2640.0,37,130,False
horizontal_hole_clusteredness_row_1,24,1100.0,22,95,False
horizontal_hole_clusteredness_row_1,25,480.0,12,70,False
horizontal_hole_clusteredness_row_1,26,120.0,3,47,False
horizontal_hole_clusteredness_row_1,27,1420.0,30,116,False
horizontal_hole_clusteredness_row_1,28,0.0,0,39,False
horizontal_hole_clusteredness_row_1,29,580.0,14,74,False
horizontal_hole_clusteredness_row_1,30,880.0,13,71,False
horizontal_hole_clusteredness_row_1,31,240.0,6,54,False
horizontal_hole_clusteredness_row_1,32,3460.0,49,163,False
horizontal_hole_clusteredness_row_1,33,640.0,16,77,False
horizontal_hole_clusteredness_row_1,34,340.0,8,60,False
horizontal_hole_clusteredness_row_1,35,1060.0,22,93,False
horizontal_hole_clusteredness_row_1,36,140.0,3,45,False
horizontal_hole_clusteredness_row_1,37,280.0,7,55,False
horizontal_hole_clusteredness_row_1,38,2640.0,35,128,False
horizontal_hole_clusteredness_row_1,39,1680.0,40,141,False
horizontal_hole_clusteredness_row_1,40,540.0,12,71,False
horizontal_hole_clusteredness_row_1,41,620.0,10,60,False
horizontal_hole_clusteredness_row_1,42,220.0,5,51,False
horizontal_hole_clusteredness_row_1,43,540.0,12,70,False
horizontal_hole_clusteredness_row_1,44,580.0,10,64,False
horizontal_hole_clusteredness_row_1,45,1020.0,20,89,False
horizontal_hole_clusteredness_row_1,46,720.0,16,79,False
horizontal_hole_clusteredness_row_1,47,400.0,9,62,False
horizontal_hole_clusteredness_row_1,48,620.0,15,77,False
horizontal_hole_clusteredness_row_1,49,200.0,5,50,False
horizontal_hole_clusteredness_row_1,50,720.0,13,71,False
horizontal_hole_clusteredness_row_1,51,1520.0,35,128,False
horizontal_hole_clusteredness_row_1,52,320.0,7,57,False
horizontal_hole_clusteredness_row_1,53,2880.0,37,130,False
horizontal_hole_clusteredness_row_1,54,320.0,7,59,False
horizontal_hole_clusteredness_row_1,55,860.0,20,89,False
horizontal_hole_clusteredness_row_1,56,340.0,8,58,False
horizontal_hole_clusteredness_row_1,57,240.0,6,46,False
horizontal_hole_clusteredness_row_1,58,780.0,14,74,False
horizontal_hole_clusteredness_row_1,59,300.0,7,58,False
horizontal_hole_clusteredness_row_1,60,260.0,6,56,False
horizontal_hole_clusteredness_row_1,61,420.0,10,64,False
horizontal_hole_clusteredness_row_1,62,120.0,3,45,False
horizontal_hole_clusteredness_row_1,63,0.0,0,40,False
horizontal_hole_clusteredness_row_1,64,360.0,8,60,False
horizontal_hole_clusteredness_row_1,65,80.0,2,44,False
horizontal_hole_clusteredness_row_1,66,720.0,17,82,False
horizontal_hole_clusteredness_row_1,67,120.0,3,45,False
horizontal_hole_clusteredness_row_1,68,920.0,21,90,False
horizontal_hole_clusteredness_row_1,69,120.0,3,44,False
horizontal_hole_clusteredness_row_1,70,2060.0,24,99,False
horizontal_hole_clusteredness_row_1,71,80.0,2,41,False
horizontal_hole_clusteredness_row_1,72,680.0,16,81,False
horizontal_hole_clusteredness_row_1,73,40.0,1,41,False
horizontal_hole_clusteredness_row_1,74,460.0,10,65,False
horizontal_hole_clusteredness_row_1,75,240.0,6,53,False
horizontal_hole_clusteredness_row_1,76,340.0,8,58,False
horizontal_hole_clusteredness_row_1,77,200.0,5,51,False
horizontal_hole_clusteredness_row_1,78,1040.0,25,103,False
horizontal_hole_clusteredness_row_1,79,220.0,5,52,False
horizontal_hole_clusteredness_row_1,80,760.0,14,76,False
horizontal_hole_clusteredness_row_1,81,340.0,7,54,False
horizontal_hole_clusteredness_row_1,82,240.0,6,54,False
horizontal_hole_clusteredness_row_1,83,780.0,14,71,False
horizontal_hole_clusteredness_row_1,84,100.0,2,44,False
horizontal_hole_clusteredness_row_1,85,120.0,3,48,False
horizontal_hole_clusteredness_row_1,86,1020.0,20,90,False
horizontal_hole_clusteredness_row_1,87,240.0,6,51,False
horizontal_hole_clusteredness_row_1,88,260.0,6,55,False
horizontal_hole_clusteredness_row_1,89,520.0,12,68,False
horizontal_hole_clusteredness_row_1,90,2220.0,24,99,False
horizontal_hole_clusteredness_row_1,91,760.0,17,84,False
horizontal_hole_clusteredness_row_1,92,380.0,5,48,False
horizontal_hole_clusteredness_row_1,93,2060.0,49,162,False
horizontal_hole_clusteredness_row_1,94,740.0,18,83,False
horizontal_hole_clusteredness_row_1,95,340.0,4,43,False
horizontal_hole_clusteredness_row_1,96,180.0,4,47,False
horizontal_hole_clusteredness_row_1,97,600.0,10,63,False
horizontal_hole_clusteredness_row_1,98,240.0,6,54,False
horizontal_hole_clusteredness_row_1,99,1440.0,30,115,False
horizontal_hole_clusteredness_row_2,0,640.0,15,78,False
horizontal_hole_clusteredness_row_2,1,580.0,13,73,False
horizontal_hole_clusteredness_row_2,2,300.0,7,55,False
horizontal_hole_clusteredness_row_2,3,140.0,3,40,False
horizontal_hole_clusteredness_row_2,4,460.0,11,67,False
horizontal_hole_clusteredness_row_2,5,500.0,12,70,False
horizontal_hole_clusteredness_row_2,6,1340.0,28,110,False
horizontal_hole_clusteredness_row_2,7,1700.0,16,79,False
horizontal_hole_clusteredness_row_2,8,780.0,18,85,False
horizontal_hole_clusteredness_row_2,9,140.0,3,47,False
horizontal_hole_clusteredness_row_2,10,0.0,0,37,False
horizontal_hole_clusteredness_row_2,11,1940.0,22,95,False
horizontal_hole_clusteredness_row_2,12,680.0,16,76,False
horizontal_hole_clusteredness_row_2,13,400.0,10,63,False
horizontal_hole_clusteredness_row_2,14,960.0,19,84,False
horizontal_hole_clusteredness_row_2,15,180.0,4,48,False
horizontal_hole_clusteredness_row_2,16,2140.0,49,162,False
horizontal_hole_clusteredness_row_2,17,0.0,0,37,False
horizontal_hole_clusteredness_row_2,18,1980.0,18,86,False
horizontal_hole_clusteredness_row_2,19,840.0,19,86,False
horizontal_hole_clusteredness_row_2,20,80.0,2,43,False
horizontal_hole_clusteredness_row_2,21,580.0,14,74,False
horizontal_hole_clusteredness_row_2,22,540.0,9,60,False
horizontal_hole_clusteredness_row_2,23,1100.0,25,100,False
horizontal_hole_clusteredness_row_2,24,1100.0,22,96,False
horizontal_hole_clusteredness_row_2,25,400.0,10,63,False
horizontal_hole_clusteredness_row_2,26,220.0,5,53,False
horizontal_hole_clusteredness_row_2,27,1220.0,25,104,False
horizontal_hole_clusteredness_row_2,28,0.0,0,38,False
horizontal_hole_clusteredness_row_2,29,580.0,14,75,False
horizontal_hole_clusteredness_row_2,30,880.0,13,71,False
horizontal_hole_clusteredness_row_2,31,240.0,6,54,False
horizontal_hole_clusteredness_row_2,32,3500.0,50,166,False
horizontal_hole_clusteredness_row_2,33,640.0,16,77,False
horizontal_hole_clusteredness_row_2,34,340.0,8,60,False
horizontal_hole_clusteredness_row_2,35,1140.0,24,99,False
horizontal_hole_clusteredness_row_2,36,140.0,3,45,False
horizontal_hole_clusteredness_row_2,37,280.0,7,55,False
horizontal_hole_clusteredness_row_2,38,2600.0,34,125,False
horizontal_hole_clusteredness_row_2,39,920.0,22,95,False
horizontal_hole_clusteredness_row_2,40,540.0,12,71,False
horizontal_hole_clusteredness_row_2,41,620.0,10,60,False
horizontal_hole_clusteredness_row_2,42,120.0,3,47,False
horizontal_hole_clusteredness_row_2,43,540.0,12,70,False
horizontal_hole_clusteredness_row_2,44,380.0,9,61,False
horizontal_hole_clusteredness_row_2,45,1220.0,25,102,False
horizontal_hole_clusteredness_row_2,46,760.0,17,82,False
horizontal_hole_clusteredness_row_2,47,400.0,9,62,False
horizontal_hole_clusteredness_row_2,48,720.0,17,82,False
horizontal_hole_clusteredness_row_2,49,200.0,5,52,False
horizontal_hole_clusteredness_row_2,50,720.0,13,71,False
horizontal_hole_clusteredness_row_2,51,1560.0,36,131,False
horizontal_hole_clusteredness_row_2,52,560.0,9,63,False
horizontal_hole_clusteredness_row_2,53,2880.0,37,131,False
horizontal_hole_clusteredness_row_2,54,40.0,1,41,False
horizontal_hole_clusteredness_row_2,55,860.0,20,89,False
