condition,seed,score,lines,pieces,truncated
horizontal_hole_edge_distance_row_14,83,800.0,18,85,False
horizontal_hole_edge_distance_row_14,84,0.0,0,40,False
horizontal_hole_edge_distance_row_14,85,1020.0,20,87,False
horizontal_hole_edge_distance_row_14,86,80.0,2,43,False
horizontal_hole_edge_distance_row_14,87,0.0,0,38,False
horizontal_hole_edge_distance_row_14,88,520.0,12,70,False
horizontal_hole_edge_distance_row_14,89,460.0,11,66,False
horizontal_hole_edge_distance_row_14,90,860.0,21,91,False
horizontal_hole_edge_distance_row_14,91,140.0,3,47,False
horizontal_hole_edge_distance_row_14,92,280.0,6,56,False
horizontal_hole_edge_distance_row_14,93,40.0,1,40,False
horizontal_hole_edge_distance_row_14,94,480.0,12,69,False
horizontal_hole_edge_distance_row_14,95,220.0,5,51,False
horizontal_hole_edge_distance_row_14,96,200.0,5,51,False
horizontal_hole_edge_distance_row_14,97,840.0,19,88,False
horizontal_hole_edge_distance_row_14,98,900.0,21,91,False
horizontal_hole_edge_distance_row_14,99,80.0,2,43,False
horizontal_hole_edge_distance_row_15,0,440.0,6,54,False
horizontal_hole_edge_distance_row_15,1,300.0,7,57,False
horizontal_hole_edge_distance_row_15,2,660.0,16,80,False
horizontal_hole_edge_distance_row_15,3,120.0,3,43,False
horizontal_hole_edge_distance_row_15,4,500.0,12,69,False
horizontal_hole_edge_distance_row_15,5,260.0,6,55,False
horizontal_hole_edge_distance_row_15,6,1340.0,28,110,False
horizontal_hole_edge_distance_row_15,7,120.0,3,48,False
horizontal_hole_edge_distance_row_15,8,960.0,22,93,False
horizontal_hole_edge_distance_row_15,9,1160.0,26,102,False
horizontal_hole_edge_distance_row_15,10,0.0,0,38,False
horizontal_hole_edge_distance_row_15,11,140.0,3,42,False
horizontal_hole_edge_distance_row_15,12,2360.0,46,155,False
horizontal_hole_edge_distance_row_15,13,0.0,0,36,False
horizontal_hole_edge_distance_row_15,14,80.0,2,43,False
horizontal_hole_edge_distance_row_15,15,800.0,19,87,False
horizontal_hole_edge_distance_row_15,16,3180.0,70,215,False
horizontal_hole_edge_distance_row_15,17,0.0,0,33,False
horizontal_hole_edge_distance_row_15,18,1980.0,18,86,False
horizontal_hole_edge_distance_row_15,19,200.0,4,52,False
horizontal_hole_edge_distance_row_15,20,300.0,7,52,False
horizontal_hole_edge_distance_row_15,21,1220.0,25,103,False
horizontal_hole_edge_distance_row_15,22,2420.0,50,163,False
horizontal_hole_edge_distance_row_15,23,120.0,3,49,False
horizontal_hole_edge_distance_row_15,24,1260.0,24,97,False
horizontal_hole_edge_distance_row_15,25,1140.0,23,97,False
horizontal_hole_edge_distance_row_15,26,120.0,3,47,False
horizontal_hole_edge_distance_row_15,27,240.0,6,52,False
horizontal_hole_edge_distance_row_15,28,0.0,0,37,False
horizontal_hole_edge_distance_row_15,29,40.0,1,39,False
horizontal_hole_edge_distance_row_15,30,2200.0,28,110,False
horizontal_hole_edge_distance_row_15,31,160.0,4,48,False
horizontal_hole_edge_distance_row_15,32,1440.0,30,115,False
horizontal_hole_edge_distance_row_15,33,80.0,2,46,False
horizontal_hole_edge_distance_row_15,34,280.0,6,52,False
horizontal_hole_edge_distance_row_15,35,1060.0,16,76,False
horizontal_hole_edge_distance_row_15,36,300.0,7,56,False
horizontal_hole_edge_distance_row_15,37,720.0,16,79,False
horizontal_hole_edge_distance_row_15,38,520.0,13,71,False
horizontal_hole_edge_distance_row_15,39,780.0,14,72,False
horizontal_hole_edge_distance_row_15,40,3120.0,46,154,False
horizontal_hole_edge_distance_row_15,41,1200.0,24,99,False
horizontal_hole_edge_distance_row_15,42,120.0,3,45,False
horizontal_hole_edge_distance_row_15,43,460.0,11,67,False
horizontal_hole_edge_distance_row_15,44,1060.0,20,91,False
horizontal_hole_edge_distance_row_15,45,1400.0,24,94,False
horizontal_hole_edge_distance_row_15,46,40.0,1,38,False
horizontal_hole_edge_distance_row_15,47,320.0,8,60,False
horizontal_hole_edge_distance_row_15,48,1840.0,19,83,False
horizontal_hole_edge_distance_row_15,49,540.0,12,67,False
horizontal_hole_edge_distance_row_15,50,220.0,5,48,False
horizontal_hole_edge_distance_row_15,51,300.0,3,46,False
horizontal_hole_edge_distance_row_15,52,100.0,2,45,False
horizontal_hole_edge_distance_row_15,53,480.0,11,66,False
horizontal_hole_edge_distance_row_15,54,0.0,0,40,False
horizontal_hole_edge_distance_row_15,55,900.0,21,92,False
horizontal_hole_edge_distance_row_15,56,0.0,0,39,False
horizontal_hole_edge_distance_row_15,57,280.0,7,58,False
horizontal_hole_edge_distance_row_15,58,120.0,3,46,False
horizontal_hole_edge_distance_row_15,59,680.0,16,80,False
horizontal_hole_edge_distance_row_15,60,300.0,7,54,False
horizontal_hole_edge_distance_row_15,61,140.0,3,45,False
horizontal_hole_edge_distance_row_15,62,1120.0,18,84,False
horizontal_hole_edge_distance_row_15,63,40.0,1,39,False
horizontal_hole_edge_distance_row_15,64,360.0,8,60,False
horizontal_hole_edge_distance_row_15,65,2220.0,24,99,False
horizontal_hole_edge_distance_row_15,66,160.0,4,49,False
horizontal_hole_edge_distance_row_15,67,780.0,14,75,False
horizontal_hole_edge_distance_row_15,68,160.0,4,49,False
horizontal_hole_edge_distance_row_15,69,120.0,3,44,False
horizontal_hole_edge_distance_row_15,70,940.0,23,96,False
horizontal_hole_edge_distance_row_15,71,320.0,8,57,False
horizontal_hole_edge_distance_row_15,72,740.0,13,74,False
horizontal_hole_edge_distance_row_15,73,380.0,9,60,False
horizontal_hole_edge_distance_row_15,74,460.0,10,65,False
horizontal_hole_edge_distance_row_15,75,1240.0,29,110,False
horizontal_hole_edge_distance_row_15,76,500.0,8,59,False
horizontal_hole_edge_distance_row_15,77,120.0,3,46,False
horizontal_hole_edge_distance_row_15,78,320.0,8,58,False
horizontal_hole_edge_distance_row_15,79,120.0,3,45,False
horizontal_hole_edge_distance_row_15,80,0.0,0,36,False
horizontal_hole_edge_distance_row_15,81,300.0,7,56,False
horizontal_hole_edge_distance_row_15,82,440.0,10,65,False
horizontal_hole_edge_distance_row_15,83,160.0,4,50,False
horizontal_hole_edge_distance_row_15,84,1900.0,21,89,False
horizontal_hole_edge_distance_row_15,85,1900.0,40,140,False
horizontal_hole_edge_distance_row_15,86,1100.0,22,95,False
horizontal_hole_edge_distance_row_15,87,140.0,3,49,False
horizontal_hole_edge_distance_row_15,88,740.0,9,62,False
horizontal_hole_edge_distance_row_15,89,660.0,16,79,False
horizontal_hole_edge_distance_row_15,90,1500.0,34,121,False
horizontal_hole_edge_distance_row_15,91,520.0,8,60,False
horizontal_hole_edge_distance_row_15,92,680.0,16,78,False
horizontal_hole_edge_distance_row_15,93,40.0,1,39,False
horizontal_hole_edge_distance_row_15,94,540.0,13,74,False
horizontal_hole_edge_distance_row_15,95,240.0,6,53,False
horizontal_hole_edge_distance_row_15,96,780.0,19,87,False
horizontal_hole_edge_distance_row_15,97,700.0,16,79,False
horizontal_hole_edge_distance_row_15,98,240.0,6,54,False
horizontal_hole_edge_distance_row_15,99,80.0,2,43,False
horizontal_hole_edge_distance_row_16,0,660.0,15,78,False
horizontal_hole_edge_distance_row_16,1,320.0,7,56,False
horizontal_hole_edge_distance_row_16,2,40.0,1,40,False
horizontal_hole_edge_distance_row_16,3,160.0,4,50,False
horizontal_hole_edge_distance_row_16,4,480.0,11,64,False
horizontal_hole_edge_distance_row_16,5,40.0,1,43,False
horizontal_hole_edge_distance_row_16,6,220.0,5,51,False
horizontal_hole_edge_distance_row_16,7,480.0,11,66,False
horizontal_hole_edge_distance_row_16,8,1280.0,25,104,False
horizontal_hole_edge_distance_row_16,9,1320.0,7,53,False
horizontal_hole_edge_distance_row_16,10,0.0,0,38,False
horizontal_hole_edge_distance_row_16,11,460.0,7,55,False
horizontal_hole_edge_distance_row_16,12,640.0,14,72,False
horizontal_hole_edge_distance_row_16,13,0.0,0,34,False
horizontal_hole_edge_distance_row_16,14,460.0,10,64,False
horizontal_hole_edge_distance_row_16,15,40.0,1,39,False
horizontal_hole_edge_distance_row_16,16,2140.0,49,162,False
horizontal_hole_edge_distance_row_16,17,340.0,4,48,False
horizontal_hole_edge_distance_row_16,18,340.0,8,59,False
horizontal_hole_edge_distance_row_16,19,840.0,19,85,False
horizontal_hole_edge_distance_row_16,20,80.0,2,43,False
horizontal_hole_edge_distance_row_16,21,420.0,6,53,False
horizontal_hole_edge_distance_row_16,22,320.0,7,56,False
horizontal_hole_edge_distance_row_16,23,40.0,1,40,False
horizontal_hole_edge_distance_row_16,24,940.0,22,94,False
horizontal_hole_edge_distance_row_16,25,160.0,4,49,False
horizontal_hole_edge_distance_row_16,26,400.0,9,63,False
horizontal_hole_edge_distance_row_16,27,980.0,23,95,False
horizontal_hole_edge_distance_row_16,28,0.0,0,39,False
horizontal_hole_edge_distance_row_16,29,460.0,11,64,False
horizontal_hole_edge_distance_row_16,30,0.0,0,34,False
horizontal_hole_edge_distance_row_16,31,280.0,7,56,False
horizontal_hole_edge_distance_row_16,32,340.0,8,61,False
horizontal_hole_edge_distance_row_16,33,640.0,16,77,False
horizontal_hole_edge_distance_row_16,34,120.0,3,45,False
horizontal_hole_edge_distance_row_16,35,1060.0,24,99,False
horizontal_hole_edge_distance_row_16,36,120.0,3,48,False
horizontal_hole_edge_distance_row_16,37,220.0,5,51,False
horizontal_hole_edge_distance_row_16,38,120.0,3,44,False
horizontal_hole_edge_distance_row_16,39,1680.0,40,141,False
horizontal_hole_edge_distance_row_16,40,420.0,10,63,False
horizontal_hole_edge_distance_row_16,41,120.0,3,45,False
horizontal_hole_edge_distance_row_16,42,780.0,10,64,False
horizontal_hole_edge_distance_row_16,43,40.0,1,42,False
horizontal_hole_edge_distance_row_16,44,700.0,16,79,False
horizontal_hole_edge_distance_row_16,45,1020.0,20,89,False
horizontal_hole_edge_distance_row_16,46,560.0,14,70,False
horizontal_hole_edge_distance_row_16,47,700.0,16,77,False
horizontal_hole_edge_distance_row_16,48,1120.0,26,106,False
horizontal_hole_edge_distance_row_16,49,120.0,3,45,False
horizontal_hole_edge_distance_row_16,50,600.0,10,63,False
horizontal_hole_edge_distance_row_16,51,280.0,7,53,False
horizontal_hole_edge_distance_row_16,52,260.0,6,54,False
horizontal_hole_edge_distance_row_16,53,520.0,11,64,False
horizontal_hole_edge_distance_row_16,54,40.0,1,42,False
horizontal_hole_edge_distance_row_16,55,420.0,10,64,False
horizontal_hole_edge_distance_row_16,56,380.0,9,64,False
horizontal_hole_edge_distance_row_16,57,120.0,3,46,False
horizontal_hole_edge_distance_row_16,58,1060.0,21,90,False
horizontal_hole_edge_distance_row_16,59,1120.0,22,95,False
horizontal_hole_edge_distance_row_16,60,1640.0,35,123,False
horizontal_hole_edge_distance_row_16,61,420.0,10,64,False
horizontal_hole_edge_distance_row_16,62,120.0,3,45,False
horizontal_hole_edge_distance_row_16,63,80.0,2,45,False
horizontal_hole_edge_distance_row_16,64,660.0,16,79,False
horizontal_hole_edge_distance_row_16,65,380.0,5,53,False
horizontal_hole_edge_distance_row_16,66,0.0,0,38,False
horizontal_hole_edge_distance_row_16,67,100.0,2,43,False
horizontal_hole_edge_distance_row_16,68,600.0,10,66,False
horizontal_hole_edge_distance_row_16,69,120.0,3,44,False
horizontal_hole_edge_distance_row_16,70,800.0,15,75,False
horizontal_hole_edge_distance_row_16,71,100.0,2,46,False
horizontal_hole_edge_distance_row_16,72,800.0,19,86,False
horizontal_hole_edge_distance_row_16,73,180.0,4,47,False
horizontal_hole_edge_distance_row_16,74,460.0,10,65,False
horizontal_hole_edge_distance_row_16,75,240.0,6,54,False
horizontal_hole_edge_distance_row_16,76,620.0,14,75,False
horizontal_hole_edge_distance_row_16,77,1240.0,29,112,False
horizontal_hole_edge_distance_row_16,78,360.0,9,62,False
horizontal_hole_edge_distance_row_16,79,700.0,12,67,False
horizontal_hole_edge_distance_row_16,80,760.0,14,76,False
horizontal_hole_edge_distance_row_16,81,1480.0,27,106,False
horizontal_hole_edge_distance_row_16,82,600.0,14,75,False
horizontal_hole_edge_distance_row_16,83,1300.0,30,114,False
horizontal_hole_edge_distance_row_16,84,100.0,2,44,False
horizontal_hole_edge_distance_row_16,85,580.0,14,75,False
horizontal_hole_edge_distance_row_16,86,460.0,11,63,False
horizontal_hole_edge_distance_row_16,87,540.0,9,62,False
horizontal_hole_edge_distance_row_16,88,880.0,17,84,False
horizontal_hole_edge_distance_row_16,89,1080.0,21,93,False
horizontal_hole_edge_distance_row_16,90,2440.0,32,116,False
horizontal_hole_edge_distance_row_16,91,760.0,18,87,False
horizontal_hole_edge_distance_row_16,92,760.0,14,75,False
horizontal_hole_edge_distance_row_16,93,2900.0,64,201,False
horizontal_hole_edge_distance_row_16,94,340.0,4,47,False
horizontal_hole_edge_distance_row_16,95,80.0,2,45,False
horizontal_hole_edge_distance_row_16,96,220.0,5,50,False
horizontal_hole_edge_distance_row_16,97,620.0,15,76,False
horizontal_hole_edge_distance_row_16,98,340.0,8,60,False
horizontal_hole_edge_distance_row_16,99,680.0,16,81,False
horizontal_hole_edge_distance_row_17,0,520.0,12,69,False
horizontal_hole_edge_distance_row_17,1,760.0,14,75,False
horizontal_hole_edge_distance_row_17,2,520.0,13,69,False
horizontal_hole_edge_distance_row_17,3,220.0,5,50,False
horizontal_hole_edge_distance_row_17,4,440.0,10,63,False
horizontal_hole_edge_distance_row_17,5,300.0,7,55,False
horizontal_hole_edge_distance_row_17,6,0.0,0,32,False
horizontal_hole_edge_distance_row_17,7,300.0,7,56,False
horizontal_hole_edge_distance_row_17,8,200.0,5,51,False
horizontal_hole_edge_distance_row_17,9,740.0,17,83,False
horizontal_hole_edge_distance_row_17,10,500.0,12,68,False
horizontal_hole_edge_distance_row_17,11,2340.0,32,119,False
horizontal_hole_edge_distance_row_17,12,1340.0,32,120,False
horizontal_hole_edge_distance_row_17,13,1960.0,21,90,False
horizontal_hole_edge_distance_row_17,14,1480.0,27,107,False
horizontal_hole_edge_distance_row_17,15,460.0,11,68,False
horizontal_hole_edge_distance_row_17,16,860.0,16,79,False
horizontal_hole_edge_distance_row_17,17,300.0,7,57,False
horizontal_hole_edge_distance_row_17,18,420.0,9,61,False
horizontal_hole_edge_distance_row_17,19,2400.0,31,115,False
horizontal_hole_edge_distance_row_17,20,560.0,9,62,False
horizontal_hole_edge_distance_row_17,21,500.0,12,70,False
horizontal_hole_edge_distance_row_17,22,600.0,15,77,False
horizontal_hole_edge_distance_row_17,23,500.0,12,69,False
horizontal_hole_edge_distance_row_17,24,340.0,8,60,False
horizontal_hole_edge_distance_row_17,25,480.0,12,70,False
horizontal_hole_edge_distance_row_17,26,400.0,9,63,False
horizontal_hole_edge_distance_row_17,27,1380.0,29,114,False
horizontal_hole_edge_distance_row_17,28,0.0,0,39,False
horizontal_hole_edge_distance_row_17,29,120.0,3,44,False
horizontal_hole_edge_distance_row_17,30,880.0,22,93,False
horizontal_hole_edge_distance_row_17,31,1740.0,37,133,False
horizontal_hole_edge_distance_row_17,32,40.0,1,39,False
horizontal_hole_edge_distance_row_17,33,140.0,3,43,False
horizontal_hole_edge_distance_row_17,34,160.0,4,47,False
horizontal_hole_edge_distance_row_17,35,0.0,0,38,False
horizontal_hole_edge_distance_row_17,36,480.0,11,68,False
horizontal_hole_edge_distance_row_17,37,920.0,22,96,False
horizontal_hole_edge_distance_row_17,38,2640.0,35,128,False
horizontal_hole_edge_distance_row_17,39,720.0,16,80,False
horizontal_hole_edge_distance_row_17,40,520.0,12,68,False
horizontal_hole_edge_distance_row_17,41,200.0,5,53,False
horizontal_hole_edge_distance_row_17,42,100.0,2,38,False
horizontal_hole_edge_distance_row_17,43,40.0,1,41,False
horizontal_hole_edge_distance_row_17,44,440.0,10,66,False
horizontal_hole_edge_distance_row_17,45,460.0,7,54,False
horizontal_hole_edge_distance_row_17,46,1220.0,24,99,False
horizontal_hole_edge_distance_row_17,47,400.0,9,62,False
horizontal_hole_edge_distance_row_17,48,800.0,15,76,False
horizontal_hole_edge_distance_row_17,49,160.0,4,47,False
horizontal_hole_edge_distance_row_17,50,320.0,8,59,False
horizontal_hole_edge_distance_row_17,51,800.0,20,87,False
horizontal_hole_edge_distance_row_17,52,700.0,12,72,False
horizontal_hole_edge_distance_row_17,53,120.0,3,44,False
horizontal_hole_edge_distance_row_17,54,140.0,3,47,False
horizontal_hole_edge_distance_row_17,55,860.0,20,89,False
horizontal_hole_edge_distance_row_17,56,920.0,21,92,False
horizontal_hole_edge_distance_row_17,57,0.0,0,35,False
horizontal_hole_edge_distance_row_17,58,280.0,6,54,False
horizontal_hole_edge_distance_row_17,59,880.0,21,92,False
horizontal_hole_edge_distance_row_17,60,80.0,2,41,False
horizontal_hole_edge_distance_row_17,61,3880.0,68,211,False
horizontal_hole_edge_distance_row_17,62,680.0,16,77,False
horizontal_hole_edge_distance_row_17,63,80.0,2,45,False
horizontal_hole_edge_distance_row_17,64,780.0,19,86,False
horizontal_hole_edge_distance_row_17,65,160.0,4,49,False
horizontal_hole_edge_distance_row_17,66,580.0,13,70,False
horizontal_hole_edge_distance_row_17,67,260.0,6,55,False
horizontal_hole_edge_distance_row_17,68,240.0,5,53,False
horizontal_hole_edge_distance_row_17,69,120.0,3,44,False
horizontal_hole_edge_distance_row_17,70,920.0,14,74,False
horizontal_hole_edge_distance_row_17,71,260.0,6,56,False
horizontal_hole_edge_distance_row_17,72,740.0,18,82,False
horizontal_hole_edge_distance_row_17,73,760.0,17,82,False
horizontal_hole_edge_distance_row_17,74,380.0,5,52,False
horizontal_hole_edge_distance_row_17,75,300.0,7,55,False
horizontal_hole_edge_distance_row_17,76,1080.0,21,91,False
horizontal_hole_edge_distance_row_17,77,2920.0,57,183,False
horizontal_hole_edge_distance_row_17,78,2560.0,37,129,False
horizontal_hole_edge_distance_row_17,79,380.0,9,63,False
horizontal_hole_edge_distance_row_17,80,0.0,0,37,False
horizontal_hole_edge_distance_row_17,81,1040.0,23,96,False
horizontal_hole_edge_distance_row_17,82,1700.0,38,134,False
horizontal_hole_edge_distance_row_17,83,0.0,0,37,False
horizontal_hole_edge_distance_row_17,84,1380.0,25,102,False
horizontal_hole_edge_distance_row_17,85,240.0,6,52,False
horizontal_hole_edge_distance_row_17,86,360.0,9,61,False
horizontal_hole_edge_distance_row_17,87,280.0,7,57,False
horizontal_hole_edge_distance_row_17,88,80.0,2,44,False
horizontal_hole_edge_distance_row_17,89,520.0,12,67,False
horizontal_hole_edge_distance_row_17,90,640.0,15,78,False
horizontal_hole_edge_distance_row_17,91,800.0,19,87,False
horizontal_hole_edge_distance_row_17,92,1480.0,26,104,False
horizontal_hole_edge_distance_row_17,93,1480.0,35,126,False
horizontal_hole_edge_distance_row_17,94,80.0,2,42,False
horizontal_hole_edge_distance_row_17,95,80.0,2,41,False
horizontal_hole_edge_distance_row_17,96,0.0,0,36,False
horizontal_hole_edge_distance_row_17,97,40.0,1,43,False
horizontal_hole_edge_distance_row_17,98,40.0,1,41,False
horizontal_hole_edge_distance_row_17,99,680.0,16,80,False
horizontal_hole_edge_distance_row_18,0,200.0,5,51,False
horizontal_hole_edge_distance_row_18,1,380.0,9,62,False
horizontal_hole_edge_distance_row_18,2,340.0,8,59,False
horizontal_hole_edge_distance_row_18,3,480.0,12,70,False
horizontal_hole_edge_distance_row_18,4,2180.0,26,105,False
horizontal_hole_edge_distance_row_18,5,100.0,2,41,False
horizontal_hole_edge_distance_row_18,6,120.0,3,46,False
horizontal_hole_edge_distance_row_18,7,1460.0,34,124,False
horizontal_hole_edge_distance_row_18,8,640.0,15,75,False
horizontal_hole_edge_distance_row_18,9,400.0,10,63,False
horizontal_hole_edge_distance_row_18,10,0.0,0,38,False
horizontal_hole_edge_distance_row_18,11,1940.0,22,96,False
horizontal_hole_edge_distance_row_18,12,120.0,3,48,False
horizontal_hole_edge_distance_row_18,13,400.0,10,61,False
horizontal_hole_edge_distance_row_18,14,560.0,9,62,False
horizontal_hole_edge_distance_row_18,15,460.0,11,68,False
horizontal_hole_edge_distance_row_18,16,2140.0,49,162,False
horizontal_hole_edge_distance_row_18,17,220.0,5,50,False
horizontal_hole_edge_distance_row_18,18,80.0,2,41,False
horizontal_hole_edge_distance_row_18,19,440.0,10,63,False
horizontal_hole_edge_distance_row_18,20,560.0,13,72,False
horizontal_hole_edge_distance_row_18,21,580.0,14,74,False
horizontal_hole_edge_distance_row_18,22,580.0,10,63,False
horizontal_hole_edge_distance_row_18,23,300.0,7,55,False
horizontal_hole_edge_distance_row_18,24,740.0,17,82,False
horizontal_hole_edge_distance_row_18,25,480.0,12,70,False
horizontal_hole_edge_distance_row_18,26,280.0,7,57,False
horizontal_hole_edge_distance_row_18,27,80.0,2,44,False
horizontal_hole_edge_distance_row_18,28,260.0,6,49,False
horizontal_hole_edge_distance_row_18,29,580.0,14,75,False
horizontal_hole_edge_distance_row_18,30,880.0,13,71,False
horizontal_hole_edge_distance_row_18,31,240.0,6,54,False
horizontal_hole_edge_distance_row_18,32,3460.0,49,163,False
horizontal_hole_edge_distance_row_18,33,40.0,1,34,False
horizontal_hole_edge_distance_row_18,34,1120.0,26,105,False
horizontal_hole_edge_distance_row_18,35,1060.0,22,93,False
horizontal_hole_edge_distance_row_18,36,240.0,5,52,False
horizontal_hole_edge_distance_row_18,37,200.0,5,48,False
horizontal_hole_edge_distance_row_18,38,1240.0,29,113,False
horizontal_hole_edge_distance_row_18,39,680.0,16,81,False
horizontal_hole_edge_distance_row_18,40,320.0,8,60,False
horizontal_hole_edge_distance_row_18,41,3320.0,54,175,False
horizontal_hole_edge_distance_row_18,42,940.0,17,79,False
horizontal_hole_edge_distance_row_18,43,540.0,12,70,False
horizontal_hole_edge_distance_row_18,44,180.0,4,47,False
horizontal_hole_edge_distance_row_18,45,1020.0,20,89,False
horizontal_hole_edge_distance_row_18,46,680.0,17,83,False
horizontal_hole_edge_distance_row_18,47,220.0,5,52,False
horizontal_hole_edge_distance_row_18,48,660.0,16,80,False
horizontal_hole_edge_distance_row_18,49,40.0,1,40,False
horizontal_hole_edge_distance_row_18,50,720.0,13,71,False
horizontal_hole_edge_distance_row_18,51,1820.0,18,83,False
horizontal_hole_edge_distance_row_18,52,420.0,6,53,False
horizontal_hole_edge_distance_row_18,53,1400.0,9,60,False
horizontal_hole_edge_distance_row_18,54,940.0,18,82,False
horizontal_hole_edge_distance_row_18,55,860.0,20,89,False
horizontal_hole_edge_distance_row_18,56,0.0,0,34,False
horizontal_hole_edge_distance_row_18,57,40.0,1,36,False
horizontal_hole_edge_distance_row_18,58,380.0,9,60,False
horizontal_hole_edge_distance_row_18,59,1180.0,28,108,False
horizontal_hole_edge_distance_row_18,60,100.0,2,44,False
horizontal_hole_edge_distance_row_18,61,280.0,7,53,False
horizontal_hole_edge_distance_row_18,62,120.0,3,45,False
horizontal_hole_edge_distance_row_18,63,40.0,1,39,False
horizontal_hole_edge_distance_row_18,64,360.0,8,60,False
horizontal_hole_edge_distance_row_18,65,800.0,19,88,False
horizontal_hole_edge_distance_row_18,66,1080.0,21,91,False
horizontal_hole_edge_distance_row_18,67,780.0,14,75,False
horizontal_hole_edge_distance_row_18,68,1480.0,11,66,False
horizontal_hole_edge_distance_row_18,69,1060.0,24,101,False
horizontal_hole_edge_distance_row_18,70,1080.0,25,104,False
horizontal_hole_edge_distance_row_18,71,2100.0,44,149,False
horizontal_hole_edge_distance_row_18,72,400.0,9,62,False
horizontal_hole_edge_distance_row_18,73,120.0,3,47,False
horizontal_hole_edge_distance_row_18,74,80.0,2,43,False
horizontal_hole_edge_distance_row_18,75,260.0,6,55,False
horizontal_hole_edge_distance_row_18,76,480.0,11,65,False
horizontal_hole_edge_distance_row_18,77,800.0,15,78,False
horizontal_hole_edge_distance_row_18,78,0.0,0,37,False
horizontal_hole_edge_distance_row_18,79,220.0,5,52,False
horizontal_hole_edge_distance_row_18,80,0.0,0,34,False
horizontal_hole_edge_distance_row_18,81,760.0,18,84,False
horizontal_hole_edge_distance_row_18,82,240.0,6,54,False
horizontal_hole_edge_distance_row_18,83,780.0,14,71,False
horizontal_hole_edge_distance_row_18,84,80.0,2,43,False
horizontal_hole_edge_distance_row_18,85,120.0,3,48,False
horizontal_hole_edge_distance_row_18,86,140.0,3,44,False
horizontal_hole_edge_distance_row_18,87,180.0,4,49,False
horizontal_hole_edge_distance_row_18,88,1580.0,9,62,False
horizontal_hole_edge_distance_row_18,89,680.0,16,80,False
horizontal_hole_edge_distance_row_18,90,660.0,15,76,False
horizontal_hole_edge_distance_row_18,91,660.0,15,79,False
horizontal_hole_edge_distance_row_18,92,40.0,1,38,False
horizontal_hole_edge_distance_row_18,93,1500.0,11,64,False
horizontal_hole_edge_distance_row_18,94,40.0,1,41,False
horizontal_hole_edge_distance_row_18,95,380.0,9,61,False
horizontal_hole_edge_distance_row_18,96,220.0,5,50,False
horizontal_hole_edge_distance_row_18,97,100.0,2,44,False
horizontal_hole_edge_distance_row_18,98,240.0,6,54,False
horizontal_hole_edge_distance_row_18,99,1440.0,30,115,False
horizontal_hole_edge_distance_row_19,0,600.0,15,77,False
horizontal_hole_edge_distance_row_19,1,1100.0,24,101,False
horizontal_hole_edge_distance_row_19,2,560.0,13,72,False
horizontal_hole_edge_distance_row_19,3,760.0,14,75,False
horizontal_hole_edge_distance_row_19,4,260.0,6,54,False
horizontal_hole_edge_distance_row_19,5,340.0,8,58,False
horizontal_hole_edge_distance_row_19,6,1340.0,28,110,False
horizontal_hole_edge_distance_row_19,7,1400.0,25,103,False
horizontal_hole_edge_distance_row_19,8,640.0,15,75,False
horizontal_hole_edge_distance_row_19,9,380.0,9,63,False
horizontal_hole_edge_distance_row_19,10,1460.0,30,111,False
horizontal_hole_edge_distance_row_19,11,640.0,15,79,False
horizontal_hole_edge_distance_row_19,12,160.0,4,46,False
horizontal_hole_edge_distance_row_19,13,400.0,10,61,False
horizontal_hole_edge_distance_row_19,14,440.0,10,64,False
horizontal_hole_edge_distance_row_19,15,200.0,5,50,False
horizontal_hole_edge_distance_row_19,16,2140.0,49,162,False
horizontal_hole_edge_distance_row_19,17,40.0,1,39,False
horizontal_hole_edge_distance_row_19,18,1980.0,18,86,False
horizontal_hole_edge_distance_row_19,19,840.0,19,85,False
horizontal_hole_edge_distance_row_19,20,80.0,2,43,False
horizontal_hole_edge_distance_row_19,21,680.0,17,81,False
horizontal_hole_edge_distance_row_19,22,80.0,2,42,False
horizontal_hole_edge_distance_row_19,23,2640.0,37,130,False
horizontal_hole_edge_distance_row_19,24,740.0,14,74,False
horizontal_hole_edge_distance_row_19,25,880.0,17,82,False
horizontal_hole_edge_distance_row_19,26,400.0,9,63,False
horizontal_hole_edge_distance_row_19,27,5240.0,71,218,False
horizontal_hole_edge_distance_row_19,28,420.0,9,62,False
horizontal_hole_edge_distance_row_19,29,260.0,6,54,False
horizontal_hole_edge_distance_row_19,30,1460.0,29,112,False
horizontal_hole_edge_distance_row_19,31,460.0,11,66,False
horizontal_hole_edge_distance_row_19,32,3460.0,49,163,False
horizontal_hole_edge_distance_row_19,33,2800.0,38,130,False
horizontal_hole_edge_distance_row_19,34,100.0,2,42,False
horizontal_hole_edge_distance_row_19,35,2820.0,38,136,False
horizontal_hole_edge_distance_row_19,36,140.0,3,47,False
horizontal_hole_edge_distance_row_19,37,280.0,7,55,False
horizontal_hole_edge_distance_row_19,38,3020.0,43,148,False
horizontal_hole_edge_distance_row_19,39,800.0,20,88,False
horizontal_hole_edge_distance_row_19,40,440.0,10,60,False
horizontal_hole_edge_distance_row_19,41,2640.0,53,171,False
horizontal_hole_edge_distance_row_19,42,2860.0,38,134,False
horizontal_hole_edge_distance_row_19,43,600.0,14,72,False
horizontal_hole_edge_distance_row_19,44,420.0,6,53,False
